Plate	Well Number	Well	Plate_Well	Characteristics [Organism]	Term Source 1 REF	Term Source 1 Accession	Characteristics [Strain]	Gene Identifier	Gene Symbol	Gene Symbol Synonyms	Gene Description	GO Biological Process	GO Molecular Function	GO Cellular Component	GO Term	Reagent Design Gene Annotation Build	Analysis Gene Annotation Build	Batch	Control Type	Control Comments	Quality Control	Channels	Comments
P132	63	F3	P132_F3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML116W-A		YML117W-A	Putative protein of unknown function	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	64	F4	P132_F4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML118W	NGL3		"Putative endonuclease, has a domain similar to a magnesium-dependent endonuclease motif in mRNA deadenylase Ccr4p; similar to Ngl1p and Ngl2p"	biological_process	hydrolase activity	cellular_component	"biological_process, cellular_component, hydrolase activity"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	65	F5	P132_F5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML119W			Putative protein of unknown function; YML119W is not an essential gene; potential Cdc28p substrate	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	66	F6	P132_F6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML120C	NDI1		"NADH:ubiquinone oxidoreductase, transfers electrons from NADH to ubiquinone in the respiratory chain but does not pump protons, in contrast to the higher eukaryotic multisubunit respiratory complex I; phosphorylated; homolog of human AMID"	"cofactor metabolic process, generation of precursor metabolites and energy, cellular respiration"	oxidoreductase activity	"mitochondrion, cytoplasm"	"cofactor metabolic process, cytoplasm, generation of precursor metabolites and energy, mitochondrion, other, oxidoreductase activity, vitamin metabolic process"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	67	F7	P132_F7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML121W	GTR1		"Cytoplasmic GTP binding protein and negative regulator of the Ran/Tc4 GTPase cycle; component of GSE complex, which is required for sorting of Gap1p; involved in phosphate transport and telomeric silencing; similar to human RagA and RagB"	"transport, transcription, RNA metabolic process"	other	"nucleus, membrane, vacuole, cytoplasm"	"RNA metabolic process, cytoplasm, membrane, nucleus, organelle organization and biogenesis, other, transcription, transport, vacuole"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	68	F8	P132_F8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML122C			"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	69	F9	P132_F9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML123C	PHO84	phoT	High-affinity inorganic phosphate (Pi) transporter and low-affinity manganese transporter; regulated by Pho4p and Spt7p; mutation confers resistance to arsenate; exit from the ER during maturation requires Pho86p	transport	transporter activity	"membrane, plasma membrane"	"membrane, other, plasma membrane, transport, transporter activity"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	70	F10	P132_F10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML128C	MSC1		"Protein of unknown function; mutant is defective in directing meiotic recombination events to homologous chromatids; the authentic, non-tagged protein is detected in highly purified mitochondria and is phosphorylated"	"meiosis, cell cycle, DNA metabolic process"	molecular_function	"membrane fraction, mitochondrion, endoplasmic reticulum, cytoplasm"	"DNA metabolic process, cell cycle, endoplasmic reticulum, meiosis, mitochondrion, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P132	71	F11	P132_F11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML129C	COX14		"Mitochondrial membrane protein, involved in translational regulation of Cox1p and assembly of cytochrome c oxidase (complex IV); associates with complex IV assembly intermediates and complex III/complex IV supercomplexes"	"mitochondrion organization, translation"	molecular_function	"membrane, mitochondrial envelope, mitochondrion, cytoplasm"	"cellular respiration, cytoplasm, generation of precursor metabolites and energy, membrane, mitochondrial envelope, mitochondrion, molecular_function, translation"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P132	72	F12	P132_F12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YML131W			"Putative protein of unknown function with similarity to medium chain dehydrogenase/reductases; expression induced by stresses including osmotic shock, DNA damaging agents, and other chemicals; GFP-fusion protein localizes to the cytoplasm"	biological_process	molecular_function	cytoplasm	"cytoplasm, molecular_function, response to chemical stimulus, response to stress"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	73	G1	P132_G1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR004W	MVP1		Protein required for sorting proteins to the vacuole; overproduction of Mvp1p suppresses several dominant VPS1 mutations; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole	transport	lipid binding	cytoplasm	"cytoplasm, lipid binding, transport"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	74	G2	P132_G2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR095C	SNO1		"Protein of unconfirmed function, involved in pyridoxine metabolism; expression is induced during stationary phase; forms a putative glutamine amidotransferase complex with Snz1p, with Sno1p serving as the glutaminase"	"vitamin metabolic process, heterocycle metabolic process"	molecular_function	cytoplasm	"cytoplasm, molecular_function, other, vitamin metabolic process"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	75	G3	P132_G3	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR096W	SNZ1		"Protein involved in vitamin B6 biosynthesis; member of a stationary phase-induced gene family; coregulated with SNO1; interacts with Sno1p and with Yhr198p, perhaps as a multiprotein complex containing other Snz and Sno proteins"	"vitamin metabolic process, heterocycle metabolic process"	protein binding	cellular_component	"cellular_component, protein binding, vitamin metabolic process"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	76	G4	P132_G4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR097C	MTG1		"Putative GTPase peripheral to the mitochondrial inner membrane, essential for respiratory competence, likely functions in assembly of the large ribosomal subunit, has homologs in plants and animals"	"mitochondrion organization, translation"	hydrolase activity	"membrane, mitochondrial envelope, mitochondrion, cytoplasm"	"cytoplasm, hydrolase activity, membrane, mitochondrial envelope, mitochondrion, organelle organization and biogenesis, ribosome biogenesis, translation"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	77	G5	P132_G5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR098C	ATP25	LRC4	Mitochondrial protein required for the stability of Oli1p (Atp9p) mRNA and for the Oli1p ring formation; YMR098C is not an essential gene	"mitochondrion organization, protein complex biogenesis, RNA metabolic process"	molecular_function	"mitochondrion, membrane, mitochondrial envelope, cytoplasm"	"RNA metabolic process, cytoplasm, membrane, mitochondrial envelope, mitochondrion, molecular_function, organelle organization and biogenesis"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	images not available
P132	78	G6	P132_G6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR099C		hexose-6-phosphate mutarotase;glucose-6-phosphate 1-epimerase	"Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase), likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS"	cellular carbohydrate metabolic process	isomerase activity	"nucleus, cytoplasm"	"carbohydrate metabolic process, cytoplasm, isomerase activity, nucleus"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	79	G7	P132_G7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR100W	MUB1		MYND domain-containing protein required for ubiquitination and turnover of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived protein degraded in a Ubr2p/Rad6p dependent manner; similar to the A. nidulans samB gene	"cell budding, protein modification process"	molecular_function	cellular_component	"cell budding, cellular_component, molecular_function, protein modification process"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	80	G8	P132_G8	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR101C	SRT1		Cis-prenyltransferase involved in synthesis of long-chain dolichols (19-22 isoprene units; as opposed to Rer2p which synthesizes shorter-chain dolichols); localizes to lipid bodies; transcription is induced during stationary phase	"cellular carbohydrate metabolic process, protein modification process"	transferase activity	cytoplasm	"cytoplasm, protein modification process, transferase activity"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	81	G9	P132_G9	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR102C			Protein of unknown function; transcription is activated by paralogous transcription factors Yrm1p and Yrr1p along with genes involved in multidrug resistance; mutant shows increased resistance to azoles; YMR102C is not an essential gene	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	82	G10	P132_G10	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR103C			"Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data"	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	83	G11	P132_G11	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR105C	PGM2	GAL5	"Phosphoglucomutase, catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate, which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase"	"cellular carbohydrate metabolic process, generation of precursor metabolites and energy, cellular homeostasis"	isomerase activity	cytoplasm	"carbohydrate metabolic process, cellular homeostasis, cytoplasm, generation of precursor metabolites and energy, isomerase activity"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	84	G12	P132_G12	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR106C	YKU80	HDF2	"Subunit of the telomeric Ku complex (Yku70p-Yku80p), involved in telomere length maintenance, structure and telomere position effect; relocates to sites of double-strand cleavage to promote nonhomologous end joining during DSB repair"	"response to stress, chromosome organization, transcription, DNA metabolic process, RNA metabolic process"	"RNA binding, DNA binding"	"nucleus, chromosome"	"DNA binding, DNA metabolic process, RNA binding, RNA metabolic process, chromosome, nucleus, organelle organization and biogenesis, response to stress, transcription"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	85	H1	P132_H1	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR107W	SPG4		Protein required for survival at high temperature during stationary phase; not required for growth on nonfermentable carbon sources	biological_process	molecular_function	cellular_component	"biological_process, cellular_component, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	86	H2	P132_H2	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR109W	MYO5		"One of two type I myosins; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth, but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization"	"transport, fungal-type cell wall organization, cell budding, cytokinesis, response to stress, vesicle-mediated transport, cell cycle, cellular membrane organization"	"motor activity, hydrolase activity"	"cell cortex, cytoskeleton, site of polarized growth, cytoplasm"	"anatomical structure morphogenesis, cell budding, cell cortex, cell wall organization and biogenesis, cytokinesis, cytoplasm, cytoskeleton, membrane organization and biogenesis, motor activity, other, response to stress, transport, vesicle-mediated transport"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	87	H3	P132_H3																				annotation not available; images not available
P132	88	H4	P132_H4	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR110C	HFD1		"Putative fatty aldehyde dehydrogenase, located in the mitochondrial outer membrane and also in lipid particles; has similarity to human fatty aldehyde dehydrogenase (FALDH) which is implicated in Sjogren-Larsson syndrome"	other	oxidoreductase activity	"membrane, mitochondrial envelope, mitochondrion, cytoplasm"	"Golgi apparatus, cytoplasm, endomembrane system, membrane, mitochondrial envelope, mitochondrion, other, oxidoreductase activity"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	89	H5	P132_H5	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR111C			Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the nucleus; YMR111C is not an essential gene	biological_process	molecular_function	nucleus	"biological_process, molecular_function, nucleus"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	90	H6	P132_H6	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR114C			"Protein of unknown function; may interact with ribosomes, based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the nucleus and cytoplasm; YMR114C is not an essential gene"	biological_process	molecular_function	"nucleus, ribosome, cytoplasm"	"biological_process, cytoplasm, molecular_function, nucleus, ribosome"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
P132	91	H7	P132_H7	Saccharomyces cerevisiae	NCBITaxon	NCBITaxon_4932	BY4742	YMR115W	MGR3	FMP24	"Subunit of the mitochondrial (mt) i-AAA protease supercomplex, which degrades misfolded mitochondrial proteins; forms a subcomplex with Mgr1p that binds to substrates to facilitate proteolysis; required for growth of cells lacking mtDNA"	cellular protein catabolic process	protein binding	"membrane, mitochondrial envelope, mitochondrion, cytoplasm"	"biological_process, mitochondrion, molecular_function"			00_9				DIC:cell structure;YFP:Rad52-YFP protein	
